"id","X","harmed_group","treatment","outcome","p_control","p_treatment","true_CATE"
105,-0.64710264438555,0,0,0,0.1,0.1,0
106,-1.27167374340663,0,0,1,0.1,0.1,0
107,-1.23611993431385,0,1,0,0.1,0.1,0
108,0.729921219502254,1,0,0,0.1,0.06,-0.04
109,-0.817206877250807,0,0,0,0.1,0.1,0
110,1.39769511008869,1,1,0,0.1,0.06,-0.04
111,1.8485597021662,1,1,0,0.1,0.06,-0.04
112,-0.821410969368165,0,1,0,0.1,0.1,0
113,0.64287694939785,0,0,0,0.1,0.1,0
114,0.63767894356307,0,0,0,0.1,0.1,0
115,0.413781494694097,0,1,0,0.1,0.1,0
116,1.35161493970729,1,1,0,0.1,0.06,-0.04
117,-1.03944610191839,0,0,0,0.1,0.1,0
118,-1.12084048622273,0,0,1,0.1,0.1,0
119,1.57614060978904,1,1,0,0.1,0.06,-0.04
120,0.395277479939647,0,0,0,0.1,0.1,0
121,-1.68682045236796,0,0,1,0.1,0.1,0
122,-0.408811158030902,0,1,0,0.1,0.1,0
123,-1.80548591539913,0,0,0,0.1,0.1,0
124,-1.38440435487468,0,0,0,0.1,0.1,0
125,0.0322762933969732,0,1,0,0.1,0.1,0
126,-0.365480955816682,0,0,0,0.1,0.1,0
127,-0.375069758035835,0,0,0,0.1,0.1,0
128,-0.516222378496908,0,1,0,0.1,0.1,0
129,0.66548747518212,0,1,0,0.1,0.1,0
130,-0.196576615289994,0,1,0,0.1,0.1,0
131,-1.53965945559009,0,1,0,0.1,0.1,0
132,1.18437509977497,1,1,0,0.1,0.06,-0.04
133,-1.27600210931101,0,1,0,0.1,0.1,0
134,0.241967559941312,0,1,0,0.1,0.1,0
135,-0.292507562721694,0,0,0,0.1,0.1,0
136,-0.265938886486751,0,0,0,0.1,0.1,0
137,-0.577678731028063,0,0,0,0.1,0.1,0
138,-1.05011643210533,0,1,0,0.1,0.1,0
139,1.86374512106962,1,0,0,0.1,0.06,-0.04
140,0.467142119850474,0,1,0,0.1,0.1,0
141,-1.23211399968513,0,0,1,0.1,0.1,0
142,-0.790071284922912,0,0,0,0.1,0.1,0
143,-0.317690803055926,0,1,1,0.1,0.1,0
144,1.54067330361899,1,0,0,0.1,0.06,-0.04
145,0.593852943720518,0,0,0,0.1,0.1,0
146,0.501368127559021,0,0,0,0.1,0.1,0
147,-1.00208236955526,0,0,0,0.1,0.1,0
148,0.763811776754349,1,1,1,0.1,0.06,-0.04
149,1.20013185845011,1,0,0,0.1,0.06,-0.04
150,-1.41266397151613,0,0,0,0.1,0.1,0
151,0.107453128089143,0,0,1,0.1,0.1,0
152,-0.566137274329642,0,0,0,0.1,0.1,0
153,0.59980223565302,0,0,0,0.1,0.1,0
154,0.350411327193265,0,0,0,0.1,0.1,0
155,-0.700953001517697,0,1,1,0.1,0.1,0
156,1.78157558233567,1,1,0,0.1,0.06,-0.04
157,-1.15088529733867,0,0,0,0.1,0.1,0
158,-1.14280618895968,0,0,0,0.1,0.1,0
159,0.313498503901104,0,0,0,0.1,0.1,0
160,-0.8437469481795,0,1,0,0.1,0.1,0
161,1.47695053472985,1,0,1,0.1,0.06,-0.04
162,0.991951055947431,1,0,0,0.1,0.06,-0.04
163,-0.701482281773713,0,1,0,0.1,0.1,0
164,1.29785431247824,1,1,0,0.1,0.06,-0.04
165,0.364363853783757,0,1,0,0.1,0.1,0
166,-0.63962428193154,0,1,0,0.1,0.1,0
167,-0.0617188792457317,0,1,0,0.1,0.1,0
168,0.555934873193825,0,1,0,0.1,0.1,0
169,-1.52199511351918,0,1,0,0.1,0.1,0
170,0.14028936366146,0,0,0,0.1,0.1,0
171,0.407313396781356,0,1,0,0.1,0.1,0
172,1.3495541782737,1,0,0,0.1,0.06,-0.04
173,1.34601977720145,1,1,0,0.1,0.06,-0.04
174,0.19294431191173,0,0,0,0.1,0.1,0
175,1.34117271345395,1,0,0,0.1,0.06,-0.04
176,1.00497774088006,1,0,0,0.1,0.06,-0.04
177,-0.425703503434508,0,0,0,0.1,0.1,0
178,-0.671325835317858,0,0,0,0.1,0.1,0
179,0.522878002407864,0,1,0,0.1,0.1,0
180,-0.104583150413288,0,0,0,0.1,0.1,0
181,-0.814224553579889,0,1,0,0.1,0.1,0
182,-1.56916299845169,0,0,0,0.1,0.1,0
183,0.680545318112453,1,1,0,0.1,0.06,-0.04
184,-0.256725054338683,0,0,0,0.1,0.1,0
185,0.0421380950545849,0,0,0,0.1,0.1,0
186,-0.015910310708616,0,0,0,0.1,0.1,0
187,-1.38036463469265,0,1,1,0.1,0.1,0
188,0.650221943107926,0,0,0,0.1,0.1,0
189,-1.26178236287827,0,1,0,0.1,0.1,0
190,1.17566386652364,1,1,0,0.1,0.06,-0.04
191,-0.797846024139607,0,0,0,0.1,0.1,0
192,-0.441737599916882,0,1,0,0.1,0.1,0
193,1.56145276176558,1,1,0,0.1,0.06,-0.04
194,2.35650354752911,1,0,0,0.1,0.06,-0.04
195,-0.077041631834561,0,0,0,0.1,0.1,0
196,0.170165666147913,0,0,0,0.1,0.1,0
197,-2.39206415941981,0,1,0,0.1,0.1,0
198,0.830865186983035,1,0,0,0.1,0.06,-0.04
199,1.09847206567523,1,0,1,0.1,0.06,-0.04
200,0.695954467520248,1,0,0,0.1,0.06,-0.04
201,1.6077818528821,1,0,0,0.1,0.06,-0.04
202,-0.297187189271787,0,1,0,0.1,0.1,0
203,-0.382720256317659,0,0,1,0.1,0.1,0
204,0.823000306642159,1,1,1,0.1,0.06,-0.04
205,0.462609862866291,0,0,0,0.1,0.1,0
206,0.332218481114076,0,1,0,0.1,0.1,0
207,0.193126981425751,0,1,0,0.1,0.1,0
208,-1.25131075734094,0,0,0,0.1,0.1,0
209,-0.424644781954843,0,0,0,0.1,0.1,0
210,1.53155713081,1,0,0,0.1,0.06,-0.04
211,0.306946583737789,0,1,1,0.1,0.1,0
212,-0.240140554858989,0,0,0,0.1,0.1,0
213,-1.06867382243008,0,1,0,0.1,0.1,0
214,-1.44377197812966,0,0,0,0.1,0.1,0
215,0.320585304871631,0,0,0,0.1,0.1,0
216,-0.387828945389824,0,0,0,0.1,0.1,0
217,0.873382842318052,1,0,0,0.1,0.06,-0.04
218,2.08672470645112,1,1,0,0.1,0.06,-0.04
219,1.32208785754063,1,0,0,0.1,0.06,-0.04
220,1.19569731432994,1,1,0,0.1,0.06,-0.04
221,1.03068333588091,1,0,0,0.1,0.06,-0.04
222,-0.342302270262315,0,0,0,0.1,0.1,0
223,0.449036654307861,0,1,0,0.1,0.1,0
224,-1.25149425415009,0,1,0,0.1,0.1,0
225,-0.990340004558441,0,0,0,0.1,0.1,0
226,-0.381774433456342,0,1,0,0.1,0.1,0
227,-0.388522141419411,0,0,0,0.1,0.1,0
228,-0.802481348315706,0,0,0,0.1,0.1,0
229,0.53765564927221,0,1,0,0.1,0.1,0
230,1.18679955714388,1,1,0,0.1,0.06,-0.04
231,0.837754771674271,1,0,0,0.1,0.06,-0.04
232,1.02263838293551,1,0,0,0.1,0.06,-0.04
233,-0.49392048300002,0,1,0,0.1,0.1,0
234,1.01825892046279,1,1,0,0.1,0.06,-0.04
235,0.731200198270023,1,0,0,0.1,0.06,-0.04
236,0.598407996918812,0,0,0,0.1,0.1,0
237,-2.04736241365945,0,0,0,0.1,0.1,0
238,0.32233253546055,0,0,1,0.1,0.1,0
239,0.950733620782306,1,1,0,0.1,0.06,-0.04
240,-2.19764674981765,0,0,0,0.1,0.1,0
241,-0.686684121028054,0,1,0,0.1,0.1,0
242,-0.0389638608968982,0,1,0,0.1,0.1,0
243,0.14187676136325,0,0,0,0.1,0.1,0
244,-1.31284763510503,0,0,0,0.1,0.1,0
245,-0.211850217720647,0,1,1,0.1,0.1,0
246,-0.224836487032074,0,0,1,0.1,0.1,0
247,0.293270881053033,0,0,0,0.1,0.1,0
248,0.422462261807403,0,0,1,0.1,0.1,0
249,0.907510342984235,1,0,0,0.1,0.06,-0.04
250,0.924217631323692,1,1,1,0.1,0.06,-0.04
251,0.200781507413138,0,1,0,0.1,0.1,0
252,-1.375353488965,0,0,1,0.1,0.1,0
253,-0.691921220412591,0,0,0,0.1,0.1,0
254,0.76136308922601,1,1,0,0.1,0.06,-0.04
255,0.75822504435922,1,1,0,0.1,0.06,-0.04
256,-0.937828839322744,0,1,0,0.1,0.1,0
257,-1.550001950822,0,0,0,0.1,0.1,0
258,1.71080942738021,1,0,0,0.1,0.06,-0.04
259,1.34040539000832,1,0,0,0.1,0.06,-0.04
260,0.449451386117516,0,1,0,0.1,0.1,0
261,0.538724707323257,0,1,1,0.1,0.1,0
262,0.645046059500961,0,1,0,0.1,0.1,0
263,-0.709292905006912,0,1,0,0.1,0.1,0
264,-0.960066531109966,0,1,0,0.1,0.1,0
265,1.16383986726697,1,1,0,0.1,0.06,-0.04
266,0.421941775518164,0,0,0,0.1,0.1,0
267,0.0381602457542077,0,1,1,0.1,0.1,0
268,0.0828103541109383,0,0,0,0.1,0.1,0
269,0.795006060595138,1,1,0,0.1,0.06,-0.04
270,0.553895015213061,0,0,0,0.1,0.1,0
271,0.584994400101366,0,1,0,0.1,0.1,0
272,0.509105117479322,0,1,0,0.1,0.1,0
273,-0.421045509082617,0,0,0,0.1,0.1,0
274,0.460910041133642,0,1,0,0.1,0.1,0
275,-0.828003621057123,0,1,0,0.1,0.1,0
276,0.134101230545675,0,1,0,0.1,0.1,0
277,-0.689683126884883,0,0,0,0.1,0.1,0
278,0.134135856926876,0,1,1,0.1,0.1,0
279,-0.903284123234805,0,1,0,0.1,0.1,0
280,-0.689774474412082,0,0,0,0.1,0.1,0
281,-0.440759549938055,0,1,0,0.1,0.1,0
282,1.46707110991574,1,1,0,0.1,0.06,-0.04
283,1.36779885907375,1,1,0,0.1,0.06,-0.04
284,-0.138131806911814,0,0,1,0.1,0.1,0
285,1.40711500637804,1,1,0,0.1,0.06,-0.04
286,-1.7593694945814,0,1,0,0.1,0.1,0
287,-0.812933153979701,0,0,0,0.1,0.1,0
288,0.114476245682577,0,1,0,0.1,0.1,0
289,-0.458977972282566,0,1,0,0.1,0.1,0
290,-1.73662382098603,0,0,0,0.1,0.1,0
291,0.260714742353506,0,1,0,0.1,0.1,0
292,2.05864464667521,1,0,0,0.1,0.06,-0.04
293,1.84391096428298,1,0,1,0.1,0.06,-0.04
294,0.249808133260636,0,0,0,0.1,0.1,0
295,-1.02578418561737,0,1,0,0.1,0.1,0
296,1.01819322131125,1,0,0,0.1,0.06,-0.04
297,1.98256482162972,1,1,0,0.1,0.06,-0.04
298,0.183001708163298,0,1,0,0.1,0.1,0
299,0.400628842296438,0,0,0,0.1,0.1,0
300,-0.79354730387709,0,1,1,0.1,0.1,0
301,1.91419824824546,1,1,0,0.1,0.06,-0.04
302,-1.19576818599457,0,0,0,0.1,0.1,0
303,0.559822834995543,0,0,0,0.1,0.1,0
304,0.505988486692724,0,1,0,0.1,0.1,0
305,0.623782875189229,0,0,0,0.1,0.1,0
306,0.325562111939147,0,1,0,0.1,0.1,0
307,-1.63838290884688,0,0,0,0.1,0.1,0
308,0.650037301621201,0,1,0,0.1,0.1,0
309,-0.191972787670506,0,1,0,0.1,0.1,0
310,0.87291201265794,1,0,0,0.1,0.06,-0.04
311,-2.05978925773822,0,0,0,0.1,0.1,0
312,-1.56274786191654,0,0,0,0.1,0.1,0
313,2.91921735941099,1,1,0,0.1,0.06,-0.04
314,0.283136906621403,0,1,0,0.1,0.1,0
315,1.67110787185455,1,1,0,0.1,0.06,-0.04
316,-1.60238554939404,0,1,0,0.1,0.1,0
317,0.688228471077351,1,1,0,0.1,0.06,-0.04
318,0.141002096092977,0,0,0,0.1,0.1,0
319,-0.987987634997922,0,0,0,0.1,0.1,0
320,0.022926316448779,0,1,0,0.1,0.1,0
321,-1.6418626106221,0,1,0,0.1,0.1,0
322,1.10130417573857,1,1,0,0.1,0.06,-0.04
323,-1.6353243177875,0,1,0,0.1,0.1,0
324,-0.227019057363281,0,1,0,0.1,0.1,0
325,-0.034949336976298,0,1,0,0.1,0.1,0
326,0.0675531845972529,0,1,0,0.1,0.1,0
327,1.53126173557406,1,0,0,0.1,0.06,-0.04
328,2.24462416430364,1,1,0,0.1,0.06,-0.04
329,0.172749750404737,0,1,1,0.1,0.1,0
330,0.0848185798827584,0,0,0,0.1,0.1,0
331,0.324879822106679,0,0,0,0.1,0.1,0
332,-2.19246267707915,0,0,0,0.1,0.1,0
333,2.66375989077664,1,0,0,0.1,0.06,-0.04
334,-0.922519132310102,0,1,0,0.1,0.1,0
335,-0.181127573489149,0,0,0,0.1,0.1,0
336,-0.346658406833228,0,1,0,0.1,0.1,0
337,-0.483509993966076,0,0,0,0.1,0.1,0
338,-0.213535788911196,0,0,0,0.1,0.1,0
339,-1.07221909264189,0,1,0,0.1,0.1,0
340,-0.914899385166763,0,0,0,0.1,0.1,0
341,1.86640892827307,1,0,0,0.1,0.06,-0.04
342,-2.02020942749731,0,1,0,0.1,0.1,0
343,-1.26445723953812,0,1,0,0.1,0.1,0
344,-1.63689660719602,0,1,0,0.1,0.1,0
345,-0.186936442093656,0,1,0,0.1,0.1,0
346,1.57343893487974,1,1,0,0.1,0.06,-0.04
347,-0.774288608646106,0,1,0,0.1,0.1,0
348,-0.760582146548049,0,0,1,0.1,0.1,0
349,-0.460456116975185,0,0,0,0.1,0.1,0
350,0.607067314611831,0,0,0,0.1,0.1,0
351,1.42539718888842,1,0,0,0.1,0.06,-0.04
352,-0.126573709067786,0,0,0,0.1,0.1,0
353,-1.05602610060196,0,1,1,0.1,0.1,0
354,0.748196414417488,1,0,0,0.1,0.06,-0.04
355,-1.85271719511112,0,0,0,0.1,0.1,0
356,-2.21432246696202,0,1,1,0.1,0.1,0
357,1.45635325986737,1,1,0,0.1,0.06,-0.04
358,1.49344783562037,1,0,0,0.1,0.06,-0.04
359,1.29669683492845,1,1,0,0.1,0.06,-0.04
360,-0.343909111840622,0,0,0,0.1,0.1,0
361,-0.167847011048202,0,0,1,0.1,0.1,0
362,-0.622299524833485,0,0,0,0.1,0.1,0
363,-0.415618272419385,0,0,0,0.1,0.1,0
364,0.642679068317765,0,0,0,0.1,0.1,0
365,0.0968849674439578,0,1,0,0.1,0.1,0
366,-0.0758782419049323,0,0,0,0.1,0.1,0
367,-1.27885925328527,0,1,0,0.1,0.1,0
368,-0.0484767981192266,0,0,0,0.1,0.1,0
369,1.70437262098675,1,1,0,0.1,0.06,-0.04
370,-0.0705093105872066,0,1,0,0.1,0.1,0
371,-0.311310945189142,0,1,1,0.1,0.1,0
372,-0.204261235209087,0,0,1,0.1,0.1,0
373,-0.220268801666974,0,0,0,0.1,0.1,0
374,0.208658586245957,0,0,0,0.1,0.1,0
375,-0.485914571706068,0,0,0,0.1,0.1,0
376,0.359560056971664,0,0,0,0.1,0.1,0
377,0.489809711275676,0,1,0,0.1,0.1,0
378,0.76702300011773,1,0,0,0.1,0.06,-0.04
379,0.475814648919857,0,1,0,0.1,0.1,0
380,-1.39027573986618,0,0,0,0.1,0.1,0
381,0.249924485932174,0,0,0,0.1,0.1,0
382,-1.05348819594799,0,0,0,0.1,0.1,0
383,-1.02919145584474,0,1,0,0.1,0.1,0
384,-1.34397276759198,0,1,0,0.1,0.1,0
385,-0.99677309796091,0,0,0,0.1,0.1,0
386,0.284318486418307,0,1,1,0.1,0.1,0
387,0.527362269887345,0,0,0,0.1,0.1,0
388,-0.0614219189885655,0,1,1,0.1,0.1,0
389,-2.27725258137296,0,0,0,0.1,0.1,0
390,-1.41147005633344,0,0,0,0.1,0.1,0
391,-0.899773730590776,0,1,0,0.1,0.1,0
392,-0.165767583785676,0,1,0,0.1,0.1,0
393,0.44766919746277,0,1,0,0.1,0.1,0
394,-0.935802897589554,0,1,0,0.1,0.1,0
395,0.151212047501905,0,1,0,0.1,0.1,0
396,0.0839052776256617,0,1,0,0.1,0.1,0
397,0.154258981296119,0,1,0,0.1,0.1,0
398,-0.135979445675132,0,1,0,0.1,0.1,0
399,0.398088492127566,0,1,0,0.1,0.1,0
400,-0.53212370305257,0,1,0,0.1,0.1,0
401,-1.54405613698927,0,0,0,0.1,0.1,0
402,-0.353900477123038,0,0,0,0.1,0.1,0
403,0.591410746476003,0,1,0,0.1,0.1,0
404,1.19937108021128,1,0,0,0.1,0.06,-0.04
405,1.69980293214218,1,0,0,0.1,0.06,-0.04
406,0.723039658626087,1,0,1,0.1,0.06,-0.04
407,-0.034761868401409,0,1,0,0.1,0.1,0
408,0.283470224825945,0,0,0,0.1,0.1,0
409,1.83122278083345,1,1,0,0.1,0.06,-0.04
410,-0.970979338454488,0,0,0,0.1,0.1,0
411,-0.0611427903213293,0,0,0,0.1,0.1,0
412,1.81909007323545,1,1,0,0.1,0.06,-0.04
413,-1.90883900392543,0,1,0,0.1,0.1,0
414,-1.49857872953595,0,0,0,0.1,0.1,0
415,0.949126860626024,1,1,0,0.1,0.06,-0.04
416,-0.368569333728841,0,1,0,0.1,0.1,0
417,0.743896463042008,1,0,0,0.1,0.06,-0.04
418,0.601069891527057,0,0,0,0.1,0.1,0
419,1.51615593837577,1,1,0,0.1,0.06,-0.04
420,-0.868717735167882,0,1,1,0.1,0.1,0
421,1.24889443803428,1,1,1,0.1,0.06,-0.04
422,0.248225784684772,0,1,0,0.1,0.1,0
423,-0.0186775423810352,0,1,0,0.1,0.1,0
424,-0.239649195345289,0,0,0,0.1,0.1,0
425,-0.802496645531972,0,1,0,0.1,0.1,0
426,1.50428070069234,1,0,0,0.1,0.06,-0.04
427,0.305380414204997,0,1,0,0.1,0.1,0
428,-0.328496918255209,0,1,0,0.1,0.1,0
429,-0.159422316060654,0,0,0,0.1,0.1,0
430,0.465157703947428,0,1,0,0.1,0.1,0
431,0.0966180506246571,0,1,0,0.1,0.1,0
432,0.0982527084024726,0,1,0,0.1,0.1,0
433,-1.44951448865006,0,1,1,0.1,0.1,0
434,0.379953242470697,0,0,0,0.1,0.1,0
435,-0.64016510243108,0,1,0,0.1,0.1,0
436,-0.931782517119153,0,0,0,0.1,0.1,0
437,-0.581183393802764,0,1,0,0.1,0.1,0
438,-0.793542085124911,0,1,0,0.1,0.1,0
439,0.384582180793106,0,1,0,0.1,0.1,0
440,0.18383315838384,0,0,0,0.1,0.1,0
441,-0.488485862294789,0,0,0,0.1,0.1,0
442,-0.0242715802868345,0,1,0,0.1,0.1,0
443,0.427118753498093,0,0,0,0.1,0.1,0
444,0.00606908788017141,0,1,0,0.1,0.1,0
445,1.09902049421877,1,0,0,0.1,0.06,-0.04
446,0.491949584090097,0,1,0,0.1,0.1,0
447,0.775297511305467,1,0,0,0.1,0.06,-0.04
448,0.431038813607639,0,0,0,0.1,0.1,0
449,-1.36706125604807,0,1,0,0.1,0.1,0
450,0.301933972153402,0,1,0,0.1,0.1,0
451,0.276157815706961,0,1,0,0.1,0.1,0
452,-1.02213860210921,0,0,0,0.1,0.1,0
453,-0.231487341427497,0,1,0,0.1,0.1,0
454,1.41896247824496,1,1,0,0.1,0.06,-0.04
455,0.298406486974572,0,1,0,0.1,0.1,0
456,-0.90832843039281,0,0,0,0.1,0.1,0
457,-0.0224296787571483,0,0,0,0.1,0.1,0
458,1.80775545474335,1,1,0,0.1,0.06,-0.04
459,-0.295561637564776,0,0,0,0.1,0.1,0
460,1.02866203376643,1,1,0,0.1,0.06,-0.04
461,0.35634353690354,0,1,0,0.1,0.1,0
462,-0.293629310873701,0,1,0,0.1,0.1,0
463,0.417017778617651,0,1,0,0.1,0.1,0
464,-0.59175251466323,0,0,0,0.1,0.1,0
465,0.511025939855267,0,1,0,0.1,0.1,0
466,1.3560726494268,1,0,0,0.1,0.06,-0.04
467,0.574029201576645,0,1,0,0.1,0.1,0
468,0.423069498712146,0,1,1,0.1,0.1,0
469,-0.0810549360856239,0,0,1,0.1,0.1,0
470,-0.306879472663074,0,0,1,0.1,0.1,0
471,1.31161539900574,1,0,0,0.1,0.06,-0.04
472,-0.815145302437108,0,0,0,0.1,0.1,0
473,-0.385043958515547,0,0,0,0.1,0.1,0
474,2.27124475796541,1,1,0,0.1,0.06,-0.04
475,-1.13572805195001,0,0,0,0.1,0.1,0
476,-1.14667604920282,0,0,0,0.1,0.1,0
477,-1.52496528549476,0,0,0,0.1,0.1,0
478,1.73767607522659,1,0,0,0.1,0.06,-0.04
479,0.359456326696242,0,0,0,0.1,0.1,0
480,-0.0344660506125444,0,0,0,0.1,0.1,0
481,-1.78632255139302,0,0,0,0.1,0.1,0
482,-0.171908629326026,0,1,0,0.1,0.1,0
483,2.67276138557098,1,1,0,0.1,0.06,-0.04
484,0.445397137967506,0,1,0,0.1,0.1,0
485,-0.429496381499366,0,1,0,0.1,0.1,0
486,1.70444898056359,1,1,0,0.1,0.06,-0.04
487,-0.220267324920041,0,1,0,0.1,0.1,0
488,-0.160390025208088,0,1,0,0.1,0.1,0
489,-3.19279671279006,0,0,0,0.1,0.1,0
490,-0.0162574494344083,0,1,0,0.1,0.1,0
491,0.229148470652732,0,1,0,0.1,0.1,0
492,-0.983794781186677,0,0,0,0.1,0.1,0
493,-0.398938534369845,0,1,0,0.1,0.1,0
494,-0.111516506893526,0,1,1,0.1,0.1,0
495,1.7085774958195,1,0,0,0.1,0.06,-0.04
496,-0.310159855149811,0,0,0,0.1,0.1,0
497,1.30889829782711,1,1,0,0.1,0.06,-0.04
498,-0.77090298616074,0,0,0,0.1,0.1,0
499,1.77140306273098,1,1,0,0.1,0.06,-0.04
500,0.143370992503202,0,0,1,0.1,0.1,0
501,-0.994157953201469,0,0,0,0.1,0.1,0
502,-1.27866993108469,0,1,0,0.1,0.1,0
503,-0.672977338819085,0,1,0,0.1,0.1,0
504,-1.12868297216361,0,1,1,0.1,0.1,0
505,0.0307224848030905,0,1,0,0.1,0.1,0
506,-0.346125182475013,0,0,0,0.1,0.1,0
507,-0.52908487135733,0,1,0,0.1,0.1,0
508,-0.0691693843727981,0,0,0,0.1,0.1,0
509,0.457397009162645,0,1,0,0.1,0.1,0
510,-1.2329535877034,0,1,0,0.1,0.1,0
