"id","X","treatment","outcome","p_control","p_treatment","true_CATE"
47,-0.462165155913681,0,0,0.0919831432412258,0.0659269053262544,-0.0260562379149714
48,0.770052301231772,1,0,0.114739854840505,0.0587327392358576,-0.0560071156046478
49,0.0969533864408731,0,1,0.101758747168621,0.0625662604025592,-0.0391924867660614
50,0.894915146287531,1,0,0.11730094101107,0.0580462487515878,-0.059254692259482
51,0.0207561943680048,0,0,0.100374232372391,0.0630146624757755,-0.0373595698966154
52,0.634363851509988,1,0,0.112012041172705,0.0594873752635921,-0.0525246659091132
53,0.790055428165942,1,0,0.115146843587555,0.0586222530999224,-0.0565245904876325
54,-0.680790661368519,0,0,0.0883956982920697,0.0672860573218205,-0.0211096409702493
55,0.2659572949633,1,0,0.104890123503601,0.0615823208409935,-0.0433078026626079
56,0.387269143015146,1,0,0.107190007928249,0.0608849778049933,-0.0463050301232552
57,0.950762608554214,1,0,0.118462398874462,0.0577416448574002,-0.0607207540170618
58,0.243441760540009,1,0,0.104468086579664,0.0617125664893521,-0.0427555200903116
59,0.852852771058679,1,0,0.116432701683191,0.0582766606907014,-0.0581560409924893
60,-0.241301132831722,0,0,0.0957396486659378,0.0645797823395893,-0.0311598663263484
61,0.990200103260577,1,0,0.119288564928502,0.0575274489901697,-0.0617611159383324
62,-0.648419193923473,0,0,0.0889188013172386,0.0670831827377818,-0.0218356185794568
63,-0.561768344137818,1,0,0.0903327954013233,0.0665429254967035,-0.0237898699046199
64,0.0181832094676793,1,0,0.100327774208146,0.0630298560683843,-0.0372979181397618
65,0.379480933770537,1,0,0.10704103230218,0.0609295244580417,-0.0461115078441385
66,0.309731137473136,0,0,0.105714940685849,0.0613298370244703,-0.0443851036613783
67,-0.827191411051899,0,0,0.08606450985936,0.0682106895698793,-0.0178538202894807
68,0.280609887093306,0,1,0.105165583312557,0.0614976979775306,-0.0436678853350266
69,-0.660409696865827,0,0,0.0887247172212661,0.0671582619012914,-0.0215664553199748
70,0.961687875445932,0,0,0.11869077224192,0.0576822318728948,-0.0610085403690249
71,-0.788257022388279,1,0,0.0866789829987112,0.0679636460440345,-0.0187153369546767
72,0.786667467094958,0,1,0.115077823040881,0.0586409525911007,-0.0564368704497806
73,-0.556308138649911,0,0,0.0904225716103662,0.0665090174757378,-0.0239135541346284
74,0.400273273698986,0,0,0.107439162199283,0.0608106652353498,-0.0466284969639329
75,-0.984788127243519,0,0,0.0836174097979007,0.0692191844341689,-0.0143982253637318
76,-0.861146012321115,1,0,0.0855318530076445,0.0684268148541081,-0.0171050381535365
77,0.346543521620333,0,0,0.106413007307194,0.0611182556056203,-0.0452947517015739
78,-0.318181946873665,1,0,0.0944167286834443,0.065045771072056,-0.0293709576113883
79,-0.807878578081727,0,0,0.0863688155053842,0.0680880433963827,-0.0182807721090015
80,0.986210471019149,1,0,0.119204761193121,0.0575490838137687,-0.0616556773793522
81,0.817740821279585,1,0,0.115712209047989,0.0584696559297288,-0.0572425531182598
82,0.148648777976632,1,0,0.102707678015109,0.0622637427878216,-0.0404439352272877
83,0.0452870614826679,0,0,0.100818125553848,0.0628699780472207,-0.0379481475066277
84,0.357371128629893,0,0,0.106619100753602,0.0610561532665786,-0.0455629474870235
85,0.848482669331133,1,0,0.116342815994053,0.0583006486539737,-0.0580421673400791
86,-0.116052641998976,0,0,0.0979303603298327,0.0638272794660166,-0.0341030808638161
87,0.458745444659144,1,0,0.108565770696253,0.0604775710611145,-0.0480881996351381
88,-0.766422037500888,1,0,0.0870253241179777,0.0678254636393603,-0.0191998604786175
89,0.55356463463977,0,0,0.11041474631406,0.0599410480847749,-0.0504736982292853
90,0.108306861948222,1,0,0.101966485332057,0.0624997033739676,-0.0394667819580889
91,-0.996923851314932,1,0,0.0834316163772162,0.0692974132295764,-0.0141342031476398
92,-0.753020004369318,0,0,0.0872385234342105,0.0677407781195651,-0.0194977453146454
93,-0.273844186682254,0,0,0.0951776556914625,0.064776651222838,-0.0304010044686245
94,-0.288864019792527,0,0,0.0949192718896262,0.0648677018306034,-0.0300515700590228
95,-0.634129606187344,1,0,0.0891505998100761,0.0669938094722619,-0.0221567903378142
96,0.203421197365969,0,0,0.103721632949696,0.061944708940976,-0.0417769240087199
97,0.747330732177943,1,0,0.114279075388863,0.0588584773654213,-0.0554205980234412
98,-0.717649792321026,1,0,0.0878034622292291,0.0675177495030886,-0.0202857127261405
99,0.182188614737242,0,0,0.103327525894948,0.062068201116311,-0.0412593247786371
100,0.997724152635783,0,0,0.119446749046593,0.0574866686464211,-0.0619600804001717
101,0.377036008052528,0,0,0.106994302493212,0.0609435151200725,-0.0460507873731394
102,-0.669869848061353,1,0,0.0885718605683969,0.0672175521581002,-0.0213543084102967
103,-0.974928588140756,1,0,0.0837686324117346,0.0691556884789199,-0.0146129439328146
104,-0.624806036241353,0,0,0.0893021358022679,0.0669355554249027,-0.0223665803773653
105,0.123737569432706,0,0,0.102249428553475,0.062409350487413,-0.0398400780660622
106,0.203821841627359,0,0,0.103729082241249,0.0619423809357089,-0.0417867013055405
107,0.0043029896914959,1,0,0.100077480481482,0.0631118783471615,-0.0369656021343205
108,0.524021426215768,1,0,0.109835714420852,0.06010773509112,-0.049727979329732
109,-0.135132888332009,0,0,0.0975937673680434,0.063941385272203,-0.0336523820958405
110,0.868263195734471,0,0,0.116750149678042,0.0581921450703713,-0.0585580046076707
111,0.614596616011113,1,0,0.111619412957543,0.0595980665838757,-0.0520213463736673
112,-0.299965891987085,1,1,0.0947286918933177,0.0649350781986857,-0.0297936136946321
113,0.747707670554519,1,0,0.11428670630363,0.0588563893817798,-0.0554303169218498
114,0.924163092393428,1,0,0.117907973035957,0.0578865366640229,-0.0600214363719337
115,0.799144381191581,0,0,0.115332184334081,0.0585721152075513,-0.0567600691265295
116,-0.169037229847163,0,0,0.0969982089196519,0.0641446127985455,-0.0328535961211063
117,-0.636279862374067,0,0,0.0891156846277777,0.0670072510374085,-0.0221084335903692
118,-0.0847503058612347,0,1,0.0984848038382747,0.0636404926734309,-0.0348443111648438
119,0.524157147388905,0,0,0.10983836839046,0.0601069683417087,-0.0497314000487511
120,0.796760918572545,1,0,0.11528355599355,0.0585852593423543,-0.0566982966511958
121,0.592528325971216,1,0,0.111182501989009,0.0597218710990076,-0.0514606308900009
122,-0.0600178246386349,1,0,0.0989248542983832,0.0634932698387456,-0.0354315844596376
123,-0.583280903287232,0,0,0.0899798686493489,0.0666766753487179,-0.023303193300631
124,0.485501827206463,1,0,0.10908474904333,0.0603257198713299,-0.0487590291719997
125,-0.00436908518895507,1,0,0.0999213839500187,0.0631631746901014,-0.0367582092599173
126,0.418147852178663,0,0,0.107782463688243,0.0607086587466183,-0.0470738049416243
127,0.50103641487658,0,0,0.109387062581221,0.0602377198115133,-0.0491493427697072
128,0.405278051737696,1,0,0.107535187550654,0.0607820878645842,-0.0467530996860702
129,0.962763006333262,0,0,0.118713266528079,0.0576763882777145,-0.0610368782503644
130,-0.768010104075074,0,0,0.0870000924409805,0.0678355049064251,-0.0191645875345554
131,-0.0060544814914465,0,0,0.0998910721066169,0.0631731485190451,-0.0367179235875718
132,-0.604884791187942,1,0,0.0896266945281912,0.0668112442033795,-0.0228154503248117
133,0.289171795360744,0,0,0.105326837315128,0.0614483008467438,-0.0438785364683839
134,-0.537581258453429,0,0,0.0907310879546937,0.0663928449182827,-0.024338243036411
135,0.0725888293236494,1,0,0.101314207588664,0.0627093151244183,-0.0386048924642454
136,0.12474839668721,0,1,0.102267987718809,0.0624034359516334,-0.0398645517671759
137,-0.807503214105964,0,0,0.0863747396267913,0.0680856616731799,-0.0182890779536115
138,-0.783706725109369,0,0,0.0867510556310641,0.0679348280388131,-0.018816227592251
139,0.838056141044945,0,0,0.116128603087992,0.0583579184188474,-0.0577706846691448
140,0.662427589297295,0,0,0.112571531960441,0.0593305564716346,-0.0532409754888065
141,-0.407764903735369,0,0,0.0928959124762044,0.065592695606139,-0.0273032168700654
142,-0.389762066304684,1,0,0.0931997638979525,0.0654824419408056,-0.0277173219571469
143,0.805095716845244,0,0,0.11545368370385,0.058539307316045,-0.0569143763878051
144,-0.467824551742524,1,0,0.0918886498022785,0.0659617647587831,-0.0259268850434954
145,0.235937004908919,0,0,0.104327749180343,0.0617560364169006,-0.0425717127634428
146,0.0225391867570579,1,0,0.100406437535094,0.0630041358287392,-0.0374023017063543
147,0.282102757599205,1,0,0.105193684174778,0.0614890823302786,-0.0437046018444997
148,0.673284912016243,1,0,0.112788642059071,0.0592699902579418,-0.0535186518011293
149,-0.468105262611061,1,0,0.0918839651188665,0.0659634942622636,-0.0259204708566029
150,-0.0744623397476971,1,0,0.0986676393645419,0.0635792138070725,-0.0350884255574693
151,-0.462452007457614,1,0,0.0919783516564255,0.0659286717957901,-0.0260496798606354
152,0.423074733931571,0,0,0.107877259432462,0.0606805702107805,-0.0471966892216819
153,-0.681048478465527,0,0,0.0883915433020103,0.0672876753650075,-0.0211038679370028
154,-0.291769955307245,0,0,0.0948693540893667,0.064885331430542,-0.0299840226588247
155,-0.269696646835655,0,1,0.0952491159725668,0.0647515296974443,-0.0304975862751225
156,0.108016777783632,1,0,0.101961172892728,0.0625014030999119,-0.0394597697928158
157,-0.598473785445094,0,0,0.0897313691918488,0.0667712842830775,-0.0229600849087713
158,-0.722871080506593,1,0,0.0877198594366934,0.0675506296891335,-0.0201692297475599
159,-0.0237442296929657,1,0,0.0995734149818178,0.063277921455239,-0.0362954935265788
160,0.173643230926245,0,0,0.103169285628745,0.0621179673210756,-0.0410513183076692
161,-0.481680091004819,1,0,0.0916576757199595,0.0660471812133312,-0.0256104945066283
162,0.294317706953734,1,0,0.105423859751016,0.0614186298325345,-0.0440052299184817
163,-0.739589299540967,0,0,0.0874526526527992,0.0676560098046848,-0.0197966428481143
164,0.787475753109902,0,0,0.115094286413246,0.058636490834354,-0.0564577955788917
165,-0.0913969893008471,0,0,0.0983668409328965,0.0636801120023723,-0.0346867289305242
166,0.153373076114804,0,0,0.102794787848137,0.0622361647465125,-0.0405586231016247
167,0.860928213689476,0,0,0.116598958695865,0.0582323580702741,-0.0583666006255905
168,-0.552568725775927,0,0,0.0904841010521027,0.0664858048815209,-0.0239982961705818
169,-0.123038945253938,0,0,0.0978069956430086,0.0638690376968845,-0.0339379579461241
170,-0.98893831577152,0,0,0.0835538296894484,0.0692459280036146,-0.0143079016858339
171,0.917587937787175,1,0,0.117771271054282,0.057922405145967,-0.0598488659083148
172,0.709167152643204,0,0,0.113508768305674,0.0590702375497735,-0.0544385307559007
173,0.913656860589981,0,1,0.117689606873081,0.0579438597403938,-0.0597457471326868
174,0.271390331443399,0,0,0.104992186899732,0.0615509308342145,-0.0434412560655174
175,-0.127061307895929,1,0,0.097736031318348,0.0638930915355106,-0.0338429397828374
176,0.521798172034323,1,0,0.109792247636395,0.0601202965485513,-0.0496719510878436
177,-0.950839270837605,0,1,0.0841391527163355,0.0690007787366792,-0.0151383739796563
178,0.983475216198713,0,1,0.11914733554877,0.0575639208619344,-0.061583414686836
179,-0.771061680279672,0,0,0.0869516266622729,0.0678548037423212,-0.0190968229199516
180,-0.59565229061991,0,0,0.0897774716062713,0.0667537048852045,-0.0230237667210668
181,0.253808330744505,1,1,0.104662213576043,0.0616525670373571,-0.0430096465386863
182,0.421263337135315,0,0,0.10784239870783,0.0606908957113457,-0.0471515029964843
183,-0.704973049461842,0,0,0.0880067408036746,0.0674379816103051,-0.0205687591933695
184,0.591713215224445,0,0,0.111166393005928,0.059726448531469,-0.0514399444744585
185,-0.673863088712096,1,0,0.0885074093729798,0.0672425938459366,-0.0212648155270432
186,0.332828529179096,1,0,0.106152459011673,0.0611970034802947,-0.0449554555313778
187,-0.758053727913648,1,0,0.0871583917084568,0.0677725739906319,-0.0193858177178249
188,0.655872338451445,0,0,0.11244062563185,0.0593671521861351,-0.0530734734457153
189,0.310624168720096,0,0,0.105731827183345,0.0613246961799916,-0.0444071310033538
190,-0.739458987955004,0,0,0.0874547325702073,0.0676551878211091,-0.0197995447490982
191,-0.532552974298596,1,0,0.090814087749384,0.0663616839765611,-0.0244524037728228
192,-0.507857980206609,0,1,0.0912227105008129,0.0662088429496849,-0.025013867551128
193,-0.931750431656837,1,0,0.0844338164410517,0.0688782535033704,-0.0155555629376813
194,0.534040005411953,1,0,0.110031774595778,0.0600511602708539,-0.0499806143249237
195,-0.193097102455795,0,0,0.0965775467801298,0.0642891959589699,-0.03228835082116
196,0.683978158049285,1,0,0.113002828336302,0.0592103959549531,-0.0537924323813489
197,0.303773360326886,1,0,0.105602344791468,0.0613641440118671,-0.0442382007796005
198,0.702007632236928,1,0,0.113364763353201,0.0591100434048631,-0.0542547199483377
199,-0.301092585548759,0,0,0.0947093696990978,0.0649419196498953,-0.0297674500492025
200,0.47472682595253,1,0,0.108875491134046,0.0603868285559759,-0.0484886625780705
201,-0.610261596273631,0,0,0.0895389905022218,0.0668447750489841,-0.0226942154532377
202,-0.274070187937468,1,0,0.0951737631681658,0.0647780203662982,-0.0303957428018676
203,-0.564550440758467,1,0,0.090287083298897,0.066560208564091,-0.023726874734806
204,0.222548918332905,0,0,0.1040778082787,0.0618336555033507,-0.0422441527753493
205,0.641380709130317,1,0,0.112151704026113,0.0594481290409807,-0.0527035749851323
206,-0.0816985019482672,0,0,0.0985390083365444,0.0636223092794273,-0.0349166990571171
207,-0.3870506323874,1,0,0.0932456046002966,0.0654658514135012,-0.0277797531867954
208,-0.199194086249918,0,1,0.0964712063429916,0.0643258827775472,-0.0321453235654444
209,-0.965244102757424,1,0,0.0839174119673926,0.069093372373886,-0.0148240395935066
210,-0.504837992601097,0,0,0.0912727949407228,0.0661901742520537,-0.0250826206886691
211,-0.224910805467516,0,0,0.0960238188166857,0.0644808402613394,-0.0315429785553464
212,-0.0637945802882314,0,0,0.0988575436549786,0.0635157308384068,-0.0353418128165718
213,0.824741753749549,0,0,0.115855557290434,0.058431127039039,-0.0574244302513948
214,0.334450167138129,0,0,0.106183236479124,0.0611876875201292,-0.0449955489589952
215,-0.794905298389494,0,1,0.0865737776985983,0.068005771373121,-0.0185680063254773
216,-0.987867288757116,0,0,0.0835702334145783,0.0692390254534144,-0.0143312079611639
217,-0.408144203945994,1,0,0.0928895202314396,0.0655950203865824,-0.0272944998448572
218,0.10897169355303,1,0,0.101978661612222,0.0624958080068424,-0.0394828536053795
219,-0.0306161153130233,1,0,0.0994502581188926,0.0633186659768211,-0.0361315921420715
220,0.40225594677031,0,0,0.107477194197855,0.0607993426344948,-0.0466778515633602
221,0.17374957120046,0,0,0.103171253480297,0.0621173477926959,-0.0410539056876012
222,-0.576092097442597,0,0,0.0900976669774811,0.0666319526989815,-0.0234657142784997
223,0.0164131103083491,1,0,0.100295824151464,0.0630403105681146,-0.0372555135833497
224,0.767508393153548,0,0,0.114688185669911,0.0587468043537237,-0.055941381316187
225,0.0210232092067599,0,0,0.100379054723019,0.0630130859367024,-0.0373659687863161
226,0.738998753484339,0,0,0.114110512250097,0.0589046486269687,-0.0552058636231283
227,-0.0650166966952384,1,0,0.0988357714078641,0.0635230005557908,-0.0353127708520733
228,0.246101653669029,0,0,0.104517866050069,0.0616971664061914,-0.0428206996438774
229,0.689979122020304,0,0,0.113123183374633,0.0591769767111549,-0.053946206663478
230,0.59852990694344,0,0,0.111301173749864,0.0596881780234556,-0.0516129957264081
231,0.709107358474284,0,0,0.113507564959233,0.0590705698922886,-0.0544369950669446
232,0.442748046945781,1,0,0.108256515055693,0.0605685322674303,-0.0476879827882628
233,-0.951678652316332,1,0,0.0841262171131041,0.0690061710907831,-0.015120046022321
234,-0.663081796374172,0,0,0.0886815174564631,0.0671750040145302,-0.0215065134419329
235,-0.0842866241000593,1,0,0.0984930377926439,0.0636377296320848,-0.034855308160559
236,-0.734128900803626,0,0,0.0875398450088555,0.0676215744636706,-0.0199182705451849
237,-0.744694977998734,0,0,0.0873711955616183,0.0676882228574957,-0.0196829727041226
238,0.979834086727351,0,0,0.119070928526972,0.0575836772868081,-0.0614872512401643
239,0.292035205289721,0,0,0.105380815109608,0.0614317889460122,-0.0439490261635962
240,0.546971352305263,0,0,0.110285290008841,0.0599782107715855,-0.0503070792372558
241,0.234234261326492,0,0,0.104295931414208,0.0617659032289082,-0.0425300281853001
242,0.454984825104475,1,0,0.108493002139667,0.0604989424465576,-0.0479940596931091
243,-0.981187682133168,1,0,0.0836726035535384,0.0691959911239375,-0.0144766124296009
244,0.853422380983829,1,0,0.116444422047995,0.0582735347220886,-0.0581708873259066
245,0.212405200581998,1,0,0.103888788722378,0.0618925256288109,-0.0419962630935675
246,-0.223802580498159,0,0,0.0960430600441671,0.0644741554316934,-0.0315689046124737
247,0.919947428628802,1,0,0.117820310684184,0.0579095313607776,-0.0599107793234068
248,0.6894307192415,0,0,0.113112179994053,0.0591800300208461,-0.0539321499732072
249,-0.389793291222304,0,0,0.0931992361134541,0.0654826330203612,-0.0277166030930929
250,-0.349024144466966,1,0,0.0938906313390143,0.0652335891456824,-0.0286570421933319
251,-0.158906231634319,0,0,0.0971758278235889,0.0640838231815269,-0.033092004642062
252,0.734599348623306,0,0,0.114021595891793,0.0589290414130269,-0.0550925544787658
253,0.126184800174087,1,0,0.102294365756935,0.0623950321912194,-0.0398993335657157
254,-0.571987669914961,0,0,0.0901649858826256,0.0666064309276409,-0.0235585549549847
255,0.558002542238683,1,0,0.110501957677654,0.0599160461934289,-0.050585911484225
256,-0.643030427396297,1,0,0.0890061512268065,0.0670494660709541,-0.0219566851558524
257,-0.150682933628559,1,0,0.0973202138529105,0.0640345199120761,-0.0332856939408344
258,-0.97166410414502,1,0,0.0838187568067096,0.0691346769130153,-0.0146840798936942
259,0.0642482470721006,0,0,0.101162427165594,0.0627583563291362,-0.0384040708364575
260,0.0907382192090154,1,0,0.101645185288986,0.0626027233416268,-0.0390424619473588
261,0.0119369444437325,0,1,0.100215070280395,0.0630667547640675,-0.0371483155163271
262,0.978438685648143,1,0,0.119041658065955,0.0575912502886191,-0.0614504077773361
263,-0.0522395670413971,0,0,0.0990636096413376,0.0634470345614375,-0.0356165750799
264,-0.944539734628052,0,0,0.0842362917433615,0.0689603217089595,-0.015275970034402
265,0.214824539143592,1,0,0.10393384346111,0.0618784799925543,-0.0420553634685562
266,0.0758577100932598,0,0,0.101373749188891,0.0626901044169373,-0.0386836447719541
267,0.310826587025076,1,0,0.105735655080168,0.0613235309900563,-0.0444121240901119
268,0.214827578514814,1,0,0.103933900073425,0.0618784623491484,-0.0420554377242765
269,-0.0348802539519966,0,1,0.0993739050360601,0.0633439610423118,-0.0360299439937483
270,-0.549702428281307,1,0,0.090531289510068,0.0664680172896229,-0.0240632722204451
271,0.787794410716742,0,0,0.115100777474437,0.0586347319247789,-0.0564660455496577
272,0.773790478240699,1,0,0.114815817499052,0.0587120768040057,-0.0561037406950465
273,0.3065569344908,0,0,0.10565493832642,0.061348112975778,-0.0443068253506421
274,-0.0322180725634098,0,0,0.0994215675734728,0.0633281677558324,-0.0360933998176404
275,0.487531643360853,0,0,0.109124208949775,0.0603142145752648,-0.0488099943745106
276,-0.358109352178872,0,1,0.0937361602309317,0.0652890109653847,-0.0284471492655471
277,-0.758656405378133,1,0,0.0871488021641061,0.0677763817730274,-0.0193724203910788
278,-0.582963713444769,1,0,0.089985063306843,0.0666747014750283,-0.0233103618318147
279,-0.545150958467275,1,0,0.0906062668466162,0.0664397809824362,-0.02416648586418
280,-0.989048887044191,1,0,0.0835521363593586,0.0692466406491383,-0.0143054957102203
281,-0.340245806146413,1,0,0.0940401016156431,0.065180080871813,-0.0288600207438301
282,-0.135009460151196,1,0,0.097595941434459,0.0639406465229138,-0.0336552949115453
283,0.00328648136928678,0,0,0.100059172219989,0.0631178891026874,-0.0369412831173013
284,0.762459666468203,1,0,0.114585701255259,0.0587747278197082,-0.0558109734355504
285,0.576088561676443,0,0,0.110857998495298,0.0598142557214016,-0.0510437427738969
286,0.0511259194463491,0,0,0.100924037881936,0.062835585825995,-0.038088452055941
287,0.848197715822607,1,0,0.116336957069676,0.0583022131163846,-0.0580347439532917
288,0.69498049467802,1,0,0.113223576088038,0.0591491376761139,-0.0540744384119241
289,-0.801894755102694,1,0,0.0864632980533385,0.0680500846173913,-0.0184132134359472
290,-0.527712686918676,1,1,0.0908940489113675,0.0663317009093874,-0.0245623480019801
291,0.887522707227618,0,0,0.117147942865064,0.0580866815112366,-0.0590612613538278
292,0.699435019399971,0,0,0.11331305733383,0.059124352883254,-0.0541887044505761
293,0.94146689446643,0,1,0.118268388013779,0.0577922413549173,-0.060476146658862
294,0.997434842400253,0,0,0.119440663295434,0.0574882362058066,-0.061952427089627
295,-0.399499617051333,0,0,0.093035303212259,0.0655420556063241,-0.0274932476059349
296,0.737701406702399,1,0,0.114084285299806,0.0589118408662814,-0.055172444433525
297,0.303456366527826,0,0,0.105596356897291,0.0613659698767093,-0.0442303870205814
298,0.464668212458491,1,0,0.108680464061421,0.0604439266333339,-0.0482365374280867
299,-0.0514775225892663,0,0,0.0990772129676894,0.0634425065289962,-0.0356347064386932
300,0.600203438196331,0,0,0.111334284931143,0.0596787859378198,-0.0516554989933232
301,0.698874816298485,0,1,0.113301800740941,0.0591274692952204,-0.0541743314457202
302,0.553683299105614,0,0,0.110417077459414,0.0599403794363242,-0.0504766980230898
303,-0.805592364165932,1,0,0.086404903011965,0.0680735383300845,-0.0183313646818805
304,0.999331341125071,0,1,0.119480561749777,0.0574779612048254,-0.0620026005449511
305,0.909887100104243,1,0,0.117611339983367,0.057964440923531,-0.0596468990598361
306,0.518751985859126,0,0,0.109732716216543,0.0601375115879968,-0.0495952046285457
307,-0.775133944582194,1,0,0.0868869881501149,0.0678805655628341,-0.0190064225872808
308,0.588111044839025,0,0,0.111095227987144,0.0597466812407039,-0.0513485467464405
309,-0.78308071102947,1,0,0.0867609753762042,0.0679308642444559,-0.0188301111317483
310,-0.730670033488423,1,0,0.0875951173038495,0.0675997699478852,-0.0199953473559644
311,0.736148284282535,1,0,0.114052894538058,0.0589204521588344,-0.0551324423792233
312,-0.483407560735941,1,0,0.0916289151450856,0.0660578379007565,-0.0255710772443291
313,0.604909275192767,0,0,0.111427437124781,0.0596523835561151,-0.0517750535686654
314,-0.202159352134913,0,0,0.09641952552128,0.0643437324445588,-0.0320757930767212
315,0.191976469941437,1,0,0.103509037596735,0.0620112448117737,-0.0414977927849611
316,-0.398189387284219,0,0,0.0930574169386732,0.0655340313912808,-0.0275233855473924
317,-0.254711871035397,0,0,0.095507697214619,0.064660842903485,-0.030846854311134
318,0.073288650251925,1,0,0.101326951988369,0.0627052019228371,-0.0386217500655322
319,0.325858611613512,0,0,0.10602026471878,0.0612370592511924,-0.0447832054675876
320,0.229753897059709,0,0,0.104212251497235,0.0617918724309899,-0.0424203790662455
321,0.662874274887145,1,1,0.112580456974367,0.059328063548706,-0.0532523934256606
322,-0.761401326395571,0,0,0.087105138233497,0.0677937269949422,-0.0193114112385549
323,0.539050416555256,0,0,0.110129941634266,0.0600228852292542,-0.0501070564050116
324,-0.835567458067089,0,1,0.0859328335654114,0.0682639453001137,-0.0176688882652977
325,-0.230972905177623,0,0,0.0959186283653594,0.0645174183587878,-0.0314012100065716
326,0.192078327294439,0,0,0.103510927980922,0.0620106523524619,-0.0415002756284598
327,0.325844609178603,0,0,0.106019999289006,0.061237139747154,-0.0447828595418518
328,-0.998170212842524,1,0,0.083412556308417,0.0693054521048901,-0.0141071042035269
329,0.434131338261068,0,0,0.108090261022605,0.0606175798956835,-0.047472681126921
330,-0.296150047332048,0,0,0.0947941578171213,0.0649119128031057,-0.0298822450140156
331,0.183496891986579,0,0,0.103351771036805,0.0620605853199009,-0.0412911857169037
332,-0.373144574463367,1,0,0.093481024608555,0.0653808254405985,-0.0281001991679564
333,-0.21140241343528,1,0,0.0962585893584016,0.0643994014291867,-0.0318591879292149
