"replicate","scenario","previous_n","current_n","information_fraction","previous_harm_fraction","current_harm_fraction","harm_fraction_change","jaccard_similarity","fraction_newly_harmed","fraction_no_longer_harmed","mean_absolute_CATE_change"
4,"B_smooth_logistic",2200,2800,0.7,0.546818181818182,0.609090909090909,0.0622727272727273,0.897761194029851,0.0622727272727273,0,0.00655859650942347
4,"B_smooth_logistic",2800,3400,0.85,0.608214285714286,0.611071428571429,0.00285714285714289,0.995324371712449,0.00285714285714286,0,0.00432088361645241
4,"B_smooth_logistic",3400,4000,1,0.609705882352941,0.694705882352941,0.085,0.877646062658764,0.085,0,0.00575459072446489
5,"A_threshold",1000,1600,0.4,0.059,0,-0.059,0,0,0.059,0.0162742419438547
5,"A_threshold",1600,2200,0.55,0,0,0,1,0,0,0.0143879636820149
5,"A_threshold",2200,2800,0.7,0,0,0,1,0,0,0.00676212607537944
5,"A_threshold",2800,3400,0.85,0,0,0,1,0,0,0.00303872827403144
5,"A_threshold",3400,4000,1,0,0,0,1,0,0,0.00520145863312085
5,"B_smooth_logistic",1000,1600,0.4,0.69,0.725,0.035,0.951724137931034,0.035,0,0.00336970476061889
5,"B_smooth_logistic",1600,2200,0.55,0.73,0.765,0.035,0.954248366013072,0.035,0,0.00448114370869891
5,"B_smooth_logistic",2200,2800,0.7,0.767727272727273,0.840909090909091,0.0731818181818182,0.912972972972973,0.0731818181818182,0,0.00681557981095856
5,"B_smooth_logistic",2800,3400,0.85,0.834285714285714,0.813214285714286,-0.0210714285714286,0.974743150684932,0,0.0210714285714286,0.00118588285386226
5,"B_smooth_logistic",3400,4000,1,0.811176470588235,0.839705882352941,0.0285294117647059,0.966024518388792,0.0285294117647059,0,0.00194709302498041
6,"A_threshold",1000,1600,0.4,0.297,0.234,-0.063,0.787878787878788,0,0.063,0.0040924051831041
6,"A_threshold",1600,2200,0.55,0.224375,0.7925,0.568125,0.283123028391167,0.568125,0,0.0241240025425302
6,"A_threshold",2200,2800,0.7,0.792272727272727,0.124090909090909,-0.668181818181818,0.156626506024096,0,0.668181818181818,0.00990624497039685
6,"A_threshold",2800,3400,0.85,0.123214285714286,0.455357142857143,0.332142857142857,0.270588235294118,0.332142857142857,0,0.00788993068086973
6,"A_threshold",3400,4000,1,0.456176470588235,0.582058823529412,0.125882352941176,0.783729156139464,0.125882352941176,0,0.00505609830000581
6,"B_smooth_logistic",1000,1600,0.4,1,1,0,1,0,0,0.0129197309129179
6,"B_smooth_logistic",1600,2200,0.55,1,0.7725,-0.2275,0.7725,0,0.2275,0.00841340778326753
6,"B_smooth_logistic",2200,2800,0.7,0.775909090909091,0.754090909090909,-0.0218181818181817,0.971880492091388,0,0.0218181818181818,0.00132117023967147
6,"B_smooth_logistic",2800,3400,0.85,0.748928571428571,0.766428571428571,0.0175000000000001,0.977166821994408,0.0175,0,0.00218014565766737
6,"B_smooth_logistic",3400,4000,1,0.772941176470588,0.779117647058824,0.00617647058823534,0.9920724801812,0.00617647058823529,0,0.00334781864400559
7,"A_threshold",1000,1600,0.4,0.603,0.745,0.142,0.809395973154362,0.142,0,0.00996318725853316
7,"A_threshold",1600,2200,0.55,0.729375,0.5325,-0.196875,0.730077120822622,0,0.196875,0.0118300720046421
7,"A_threshold",2200,2800,0.7,0.524545454545455,0.477272727272727,-0.0472727272727272,0.909878682842288,0,0.0472727272727273,0.00146887467699802
7,"A_threshold",2800,3400,0.85,0.474285714285714,0.1,-0.374285714285714,0.210843373493976,0,0.374285714285714,0.0115668011245997
7,"A_threshold",3400,4000,1,0.100588235294118,0.398235294117647,0.297647058823529,0.252584933530281,0.297647058823529,0,0.00886570325125803
7,"B_smooth_logistic",1000,1600,0.4,0.076,0.427,0.351,0.177985948477752,0.351,0,0.00855669259155522
7,"B_smooth_logistic",1600,2200,0.55,0.426875,0.475,0.048125,0.898684210526316,0.048125,0,0.01180996096374
7,"B_smooth_logistic",2200,2800,0.7,0.462272727272727,0.579545454545455,0.117272727272727,0.797647058823529,0.117272727272727,0,0.00877088733542333
7,"B_smooth_logistic",2800,3400,0.85,0.578214285714286,0.543214285714286,-0.0349999999999999,0.939468807906115,0,0.035,0.0069852693580956
7,"B_smooth_logistic",3400,4000,1,0.549117647058823,0.573823529411765,0.0247058823529412,0.956945156330087,0.0247058823529412,0,0.00254309625068044
8,"A_threshold",1000,1600,0.4,0.442,0.117,-0.325,0.264705882352941,0,0.325,0.00873961214738332
8,"A_threshold",1600,2200,0.55,0.125,0,-0.125,0,0,0.125,0.00892422596689058
8,"A_threshold",2200,2800,0.7,0,0,0,1,0,0,0.00522149358960367
8,"A_threshold",2800,3400,0.85,0,0,0,1,0,0,0.00699173141016823
8,"A_threshold",3400,4000,1,0,0.00176470588235294,0.00176470588235294,0,0.00176470588235294,0,0.00536838767418131
8,"B_smooth_logistic",1000,1600,0.4,0.265,0.399,0.134,0.664160401002506,0.134,0,0.0122096451787855
8,"B_smooth_logistic",1600,2200,0.55,0.37875,0.446875,0.068125,0.847552447552448,0.068125,0,0.00446072064681862
8,"B_smooth_logistic",2200,2800,0.7,0.457272727272727,0,-0.457272727272727,0,0,0.457272727272727,0.00988765934107618
8,"B_smooth_logistic",2800,3400,0.85,0,0.915,0.915,0,0.915,0,0.00536209741200463
8,"B_smooth_logistic",3400,4000,1,0.910882352941176,0.653823529411765,-0.257058823529412,0.717791411042945,0,0.257058823529412,0.00700934590930446
9,"A_threshold",1000,1600,0.4,0.077,0.113,0.036,0.68141592920354,0.036,0,0.0049661664331956
9,"A_threshold",1600,2200,0.55,0.111875,0.125,0.013125,0.895,0.013125,0,0.00426722722029335
9,"A_threshold",2200,2800,0.7,0.121363636363636,0.139090909090909,0.0177272727272727,0.872549019607843,0.0177272727272727,0,0.00235994976721589
9,"A_threshold",2800,3400,0.85,0.143214285714286,0.197142857142857,0.0539285714285714,0.726449275362319,0.0539285714285714,0,0.00237695285262523
9,"A_threshold",3400,4000,1,0.197647058823529,0.118235294117647,-0.0794117647058823,0.598214285714286,0,0.0794117647058823,0.00436912901334914
9,"B_smooth_logistic",1000,1600,0.4,1,1,0,1,0,0,0.00689178956982823
9,"B_smooth_logistic",1600,2200,0.55,1,0.9625,-0.0375,0.9625,0,0.0375,0.012181563998477
9,"B_smooth_logistic",2200,2800,0.7,0.962727272727273,1,0.0372727272727272,0.962727272727273,0.0372727272727273,0,0.00102048453477152
9,"B_smooth_logistic",2800,3400,0.85,1,0.871785714285714,-0.128214285714286,0.871785714285714,0,0.128214285714286,0.00389110083751468
9,"B_smooth_logistic",3400,4000,1,0.872352941176471,0.924411764705882,0.0520588235294118,0.943684377982819,0.0520588235294118,0,0.00211323725254905
10,"A_threshold",1000,1600,0.4,0.349,0.289,-0.06,0.828080229226361,0,0.06,0.00276612830165458
10,"A_threshold",1600,2200,0.55,0.306875,0.799375,0.4925,0.383893666927287,0.4925,0,0.0139193560617531
10,"A_threshold",2200,2800,0.7,0.795909090909091,0.605909090909091,-0.19,0.761279268989149,0,0.19,0.00487596774221975
10,"A_threshold",2800,3400,0.85,0.610714285714286,0.443928571428571,-0.166785714285714,0.726900584795322,0,0.166785714285714,0.00487505953003028
10,"A_threshold",3400,4000,1,0.448529411764706,0.302352941176471,-0.146176470588235,0.674098360655738,0,0.146176470588235,0.00468348594365012
10,"B_smooth_logistic",1000,1600,0.4,1,1,0,1,0,0,0.00361946701674285
10,"B_smooth_logistic",1600,2200,0.55,1,1,0,1,0,0,0.00552228243808441
10,"B_smooth_logistic",2200,2800,0.7,1,1,0,1,0,0,0.00727956736577627
10,"B_smooth_logistic",2800,3400,0.85,1,1,0,1,0,0,0.00260022313299765
10,"B_smooth_logistic",3400,4000,1,1,1,0,1,0,0,0.00734905767795598
11,"A_threshold",1000,1600,0.4,0.369,0.347,-0.022,0.940379403794038,0,0.022,0.00478370718140262
11,"A_threshold",1600,2200,0.55,0.35125,0.355,0.00374999999999998,0.98943661971831,0.00375,0,0.00677186186523542
11,"A_threshold",2200,2800,0.7,0.347272727272727,0.565909090909091,0.218636363636364,0.613654618473896,0.218636363636364,0,0.00743333434678514
11,"A_threshold",2800,3400,0.85,0.57,0.691785714285714,0.121785714285714,0.823954568921012,0.121785714285714,0,0.00430448097913428
11,"A_threshold",3400,4000,1,0.693823529411765,0.569411764705882,-0.124411764705882,0.82068673166596,0,0.124411764705882,0.00485495535959752
11,"B_smooth_logistic",1000,1600,0.4,0.85,0.901,0.051,0.943396226415094,0.051,0,0.0144470942952709
11,"B_smooth_logistic",1600,2200,0.55,0.906875,0.9725,0.065625,0.932519280205656,0.065625,0,0.00958789289076976
11,"B_smooth_logistic",2200,2800,0.7,0.973181818181818,1,0.0268181818181819,0.973181818181818,0.0268181818181818,0,0.0133240447802571
11,"B_smooth_logistic",2800,3400,0.85,1,0.828571428571429,-0.171428571428571,0.828571428571429,0,0.171428571428571,0.00706400035641656
11,"B_smooth_logistic",3400,4000,1,0.829411764705882,0.898235294117647,0.0688235294117646,0.923379174852652,0.0688235294117647,0,0.00539529743137983
12,"A_threshold",1000,1600,0.4,0.736,0.163,-0.573,0.221467391304348,0,0.573,0.0193963034808553
12,"A_threshold",1600,2200,0.55,0.168125,0,-0.168125,0,0,0.168125,0.0144415630260102
12,"A_threshold",2200,2800,0.7,0,0.000454545454545455,0.000454545454545455,0,0.000454545454545455,0,0.00453144098290313
12,"A_threshold",2800,3400,0.85,0.000357142857142857,0,-0.000357142857142857,0,0,0.000357142857142857,0.00531084883817405
12,"A_threshold",3400,4000,1,0,0,0,1,0,0,0.0046417722895878
12,"B_smooth_logistic",1000,1600,0.4,0.336,0.445,0.109,0.755056179775281,0.109,0,0.00969028821204506
12,"B_smooth_logistic",1600,2200,0.55,0.433125,0.381875,-0.05125,0.881673881673882,0,0.05125,0.00742249938408447
12,"B_smooth_logistic",2200,2800,0.7,0.377272727272727,0.436818181818182,0.0595454545454546,0.863683662851197,0.0595454545454545,0,0.00715577565897319
12,"B_smooth_logistic",2800,3400,0.85,0.447142857142857,0.501785714285714,0.0546428571428572,0.891103202846975,0.0546428571428571,0,0.00896639305162471
12,"B_smooth_logistic",3400,4000,1,0.503823529411765,0.587352941176471,0.083529411764706,0.85778668002003,0.0835294117647059,0,0.00519842631973581
13,"A_threshold",1000,1600,0.4,0.08,0.001,-0.079,0.0125,0,0.079,0.012635671994063
13,"A_threshold",1600,2200,0.55,0.001875,0.013125,0.01125,0.142857142857143,0.01125,0,0.00370409700533859
13,"A_threshold",2200,2800,0.7,0.0131818181818182,0.107727272727273,0.0945454545454545,0.122362869198312,0.0945454545454545,0,0.00923568767302533
13,"A_threshold",2800,3400,0.85,0.114642857142857,0.114642857142857,0,1,0,0,0.0041355778819916
13,"A_threshold",3400,4000,1,0.116176470588235,0.173235294117647,0.0570588235294118,0.67062818336163,0.0570588235294118,0,0.00514769699186104
13,"B_smooth_logistic",1000,1600,0.4,0.822,0.989,0.167,0.831142568250758,0.167,0,0.0110440644954359
13,"B_smooth_logistic",1600,2200,0.55,0.986875,0.858125,-0.12875,0.869537682077264,0,0.12875,0.00186061317844071
13,"B_smooth_logistic",2200,2800,0.7,0.855909090909091,1,0.144090909090909,0.855909090909091,0.144090909090909,0,0.00358877682016028
13,"B_smooth_logistic",2800,3400,0.85,1,0.855,-0.145,0.855,0,0.145,0.0103534784356415
13,"B_smooth_logistic",3400,4000,1,0.857647058823529,0.852352941176471,-0.00529411764705889,0.993827160493827,0,0.00529411764705882,0.00544944584335171
14,"A_threshold",1000,1600,0.4,0.411,0.27,-0.141,0.656934306569343,0,0.141,0.0118446217894871
14,"A_threshold",1600,2200,0.55,0.27125,0.18,-0.09125,0.663594470046083,0,0.09125,0.00947933563301854
14,"A_threshold",2200,2800,0.7,0.185909090909091,0.132272727272727,-0.0536363636363636,0.711491442542787,0,0.0536363636363636,0.00374160463744607
14,"A_threshold",2800,3400,0.85,0.131428571428571,0.045,-0.0864285714285714,0.342391304347826,0,0.0864285714285714,0.00481076349380918
14,"A_threshold",3400,4000,1,0.0438235294117647,0.0535294117647059,0.00970588235294118,0.818681318681319,0.00970588235294118,0,0.000915221256354467
14,"B_smooth_logistic",1000,1600,0.4,1,0.639,-0.361,0.639,0,0.361,0.0177303011607006
14,"B_smooth_logistic",1600,2200,0.55,0.625625,0.629375,0.00375000000000003,0.994041708043694,0.00375,0,0.00690919249184299
14,"B_smooth_logistic",2200,2800,0.7,0.629545454545455,0.614090909090909,-0.0154545454545454,0.975451263537906,0,0.0154545454545455,0.00133610290636114
14,"B_smooth_logistic",2800,3400,0.85,0.613928571428571,0.581071428571429,-0.0328571428571428,0.946480511925538,0,0.0328571428571429,0.00343056248481314
14,"B_smooth_logistic",3400,4000,1,0.579411764705882,0.623235294117647,0.0438235294117647,0.929683813119396,0.0438235294117647,0,0.00582986630573106
15,"A_threshold",1000,1600,0.4,0.352,0.001,-0.351,0,0.001,0.352,0.0175037685109562
15,"A_threshold",1600,2200,0.55,0.00125,0,-0.00125,0,0,0.00125,0.00848854310758593
15,"A_threshold",2200,2800,0.7,0,0,0,1,0,0,0.0016499726196015
15,"A_threshold",2800,3400,0.85,0,0.00107142857142857,0.00107142857142857,0,0.00107142857142857,0,0.00272054271110012
15,"A_threshold",3400,4000,1,0.00117647058823529,0.00117647058823529,0,1,0,0,0.00317447917303487
15,"B_smooth_logistic",1000,1600,0.4,1,1,0,1,0,0,0.0112879074939512
15,"B_smooth_logistic",1600,2200,0.55,1,1,0,1,0,0,0.00335959126039268
15,"B_smooth_logistic",2200,2800,0.7,1,1,0,1,0,0,0.00856306111975209
15,"B_smooth_logistic",2800,3400,0.85,1,0.9525,-0.0475,0.9525,0,0.0475,0.00375405692740027
15,"B_smooth_logistic",3400,4000,1,0.953235294117647,0.945,-0.00823529411764712,0.991360691144708,0,0.00823529411764706,0.00290404520542232
16,"A_threshold",1000,1600,0.4,0.139,0.091,-0.048,0.654676258992806,0,0.048,0.0107383667774286
16,"A_threshold",1600,2200,0.55,0.1,0.44625,0.34625,0.224089635854342,0.34625,0,0.00898787225521997
16,"A_threshold",2200,2800,0.7,0.443636363636364,0.490909090909091,0.0472727272727272,0.903703703703704,0.0472727272727273,0,0.00684505269358528
16,"A_threshold",2800,3400,0.85,0.49,0.113214285714286,-0.376785714285714,0.231049562682216,0,0.376785714285714,0.0125773900397388
16,"A_threshold",3400,4000,1,0.112352941176471,0.08,-0.0323529411764706,0.712041884816754,0,0.0323529411764706,0.000807327751066015
16,"B_smooth_logistic",1000,1600,0.4,0.752,1,0.248,0.752,0.248,0,0.0123107014870838
16,"B_smooth_logistic",1600,2200,0.55,1,1,0,1,0,0,0.00784506573063219
16,"B_smooth_logistic",2200,2800,0.7,1,0.957727272727273,-0.0422727272727272,0.957727272727273,0,0.0422727272727273,0.00242931371838027
16,"B_smooth_logistic",2800,3400,0.85,0.954285714285714,1,0.0457142857142857,0.954285714285714,0.0457142857142857,0,0.00482949323433992
16,"B_smooth_logistic",3400,4000,1,1,1,0,1,0,0,0.00826980698554946
17,"A_threshold",1000,1600,0.4,0,0,0,1,0,0,0.0209388770413477
17,"A_threshold",1600,2200,0.55,0,0.00125,0.00125,0,0.00125,0,0.0102199225040813
17,"A_threshold",2200,2800,0.7,0.000909090909090909,0.0686363636363636,0.0677272727272727,0.0132450331125828,0.0677272727272727,0,0.0114209911009243
17,"A_threshold",2800,3400,0.85,0.0717857142857143,0.116428571428571,0.0446428571428571,0.616564417177914,0.0446428571428571,0,0.00894405831421846
17,"A_threshold",3400,4000,1,0.112647058823529,0.286764705882353,0.174117647058824,0.392820512820513,0.174117647058824,0,0.00404617907017485
17,"B_smooth_logistic",1000,1600,0.4,0.628,0.657,0.029,0.9558599695586,0.029,0,0.00693218109846546
17,"B_smooth_logistic",1600,2200,0.55,0.651875,0.62125,-0.030625,0.953020134228188,0,0.030625,0.00638790185071029
17,"B_smooth_logistic",2200,2800,0.7,0.610909090909091,0.673636363636364,0.0627272727272726,0.906882591093117,0.0627272727272727,0,0.0077482073393076
17,"B_smooth_logistic",2800,3400,0.85,0.669642857142857,0.69,0.0203571428571429,0.970496894409938,0.0203571428571429,0,0.00362680707994714
17,"B_smooth_logistic",3400,4000,1,0.689705882352941,0.734705882352941,0.045,0.938751000800641,0.045,0,0.00435573755954609
18,"A_threshold",1000,1600,0.4,0.001,0.001,0,1,0,0,0.0100518303788897
18,"A_threshold",1600,2200,0.55,0.000625,0.1,0.099375,0.00625,0.099375,0,0.0103742835933395
18,"A_threshold",2200,2800,0.7,0.105,0.299545454545455,0.194545454545455,0.350531107738998,0.194545454545455,0,0.00766313751920746
18,"A_threshold",2800,3400,0.85,0.293214285714286,0.471785714285714,0.178571428571429,0.621498864496594,0.178571428571429,0,0.00891352557158133
18,"A_threshold",3400,4000,1,0.477941176470588,0.543823529411765,0.0658823529411764,0.878853434288805,0.0658823529411765,0,0.00270632047289824
18,"B_smooth_logistic",1000,1600,0.4,0.752,0.763,0.011,0.985583224115334,0.011,0,0.00241891941379989
18,"B_smooth_logistic",1600,2200,0.55,0.768125,0.871875,0.10375,0.881003584229391,0.10375,0,0.0123157577934406
18,"B_smooth_logistic",2200,2800,0.7,0.860454545454545,0.870909090909091,0.0104545454545454,0.987995824634656,0.0104545454545455,0,0.00879082429415497
18,"B_smooth_logistic",2800,3400,0.85,0.871785714285714,0.888928571428571,0.0171428571428571,0.980715146645239,0.0171428571428571,0,0.00710585633130291
18,"B_smooth_logistic",3400,4000,1,0.885588235294118,0.882647058823529,-0.00294117647058822,0.996678844237795,0,0.00294117647058824,0.00271318180796076
19,"A_threshold",1000,1600,0.4,0.47,0.223,-0.247,0.474468085106383,0,0.247,0.025210471581836
19,"A_threshold",1600,2200,0.55,0.22,0,-0.22,0,0,0.22,0.0090149695156762
19,"A_threshold",2200,2800,0.7,0,0.140454545454545,0.140454545454545,0,0.140454545454545,0,0.0083340628945572
19,"A_threshold",2800,3400,0.85,0.145,0.275714285714286,0.130714285714286,0.525906735751295,0.130714285714286,0,0.00654246722312542
19,"A_threshold",3400,4000,1,0.278823529411765,0.0367647058823529,-0.242058823529412,0,0.0367647058823529,0.278823529411765,0.00588261589595198
19,"B_smooth_logistic",1000,1600,0.4,0.424,0.875,0.451,0.299,0.576,0.125,0.00945368242269498
19,"B_smooth_logistic",1600,2200,0.55,0.878125,1,0.121875,0.878125,0.121875,0,0.00586525396250623
19,"B_smooth_logistic",2200,2800,0.7,1,1,0,1,0,0,0.00713801430474439
19,"B_smooth_logistic",2800,3400,0.85,1,1,0,1,0,0,0.000145806262035384
19,"B_smooth_logistic",3400,4000,1,1,1,0,1,0,0,0.00698337580677528
20,"A_threshold",1000,1600,0.4,0.98,0.59,-0.39,0.602040816326531,0,0.39,0.0118465539532261
20,"A_threshold",1600,2200,0.55,0.581875,0.454375,-0.1275,0.780880773361976,0,0.1275,0.00744595595348334
20,"A_threshold",2200,2800,0.7,0.455454545454545,0.426363636363636,-0.0290909090909091,0.936127744510978,0,0.0290909090909091,0.0045123194158376
20,"A_threshold",2800,3400,0.85,0.426428571428571,0.293928571428571,-0.1325,0.6892797319933,0,0.1325,0.00797789017730461
20,"A_threshold",3400,4000,1,0.294705882352941,0.294705882352941,0,1,0,0,0.000723366465493498
20,"B_smooth_logistic",1000,1600,0.4,0.684,0.769,0.085,0.889466840052016,0.085,0,0.0145341968328442
20,"B_smooth_logistic",1600,2200,0.55,0.766875,0.935625,0.16875,0.819639278557114,0.16875,0,0.0144553531153863
20,"B_smooth_logistic",2200,2800,0.7,0.934545454545455,0.848181818181818,-0.0863636363636364,0.907587548638132,0,0.0863636363636364,0.00581263694938728
20,"B_smooth_logistic",2800,3400,0.85,0.847857142857143,0.726785714285714,-0.121071428571429,0.857203032855939,0,0.121071428571429,0.00673169596695874
20,"B_smooth_logistic",3400,4000,1,0.729705882352941,0.770588235294118,0.0408823529411765,0.946946564885496,0.0408823529411765,0,0.00197431027435259
21,"A_threshold",1000,1600,0.4,0.947,0.024,-0.923,0.0253431890179514,0,0.923,0.0174663410338573
21,"A_threshold",1600,2200,0.55,0.021875,0.066875,0.045,0.327102803738318,0.045,0,0.00856139681762778
21,"A_threshold",2200,2800,0.7,0.0681818181818182,0.277272727272727,0.209090909090909,0.245901639344262,0.209090909090909,0,0.00585941289358726
21,"A_threshold",2800,3400,0.85,0.280357142857143,0.138214285714286,-0.142142857142857,0.492993630573248,0,0.142142857142857,0.00433703137565415
21,"A_threshold",3400,4000,1,0.134411764705882,0.113235294117647,-0.0211764705882353,0.842450765864333,0,0.0211764705882353,0.00184589981918965
21,"B_smooth_logistic",1000,1600,0.4,0.515,0.71,0.195,0.725352112676056,0.195,0,0.00910631512807899
21,"B_smooth_logistic",1600,2200,0.55,0.713125,1,0.286875,0.713125,0.286875,0,0.00945855884175775
21,"B_smooth_logistic",2200,2800,0.7,1,0.972272727272727,-0.0277272727272727,0.972272727272727,0,0.0277272727272727,0.00504459622778003
21,"B_smooth_logistic",2800,3400,0.85,0.9725,0.928214285714286,-0.0442857142857143,0.954461990451708,0,0.0442857142857143,0.00445661766701535
21,"B_smooth_logistic",3400,4000,1,0.926764705882353,1,0.0732352941176471,0.926764705882353,0.0732352941176471,0,0.00243068619116725
22,"A_threshold",1000,1600,0.4,0.239,0.088,-0.151,0.368200836820084,0,0.151,0.0158800293169303
22,"A_threshold",1600,2200,0.55,0.085,0.0925,0.00749999999999999,0.918918918918919,0.0075,0,0.00480512535666218
22,"A_threshold",2200,2800,0.7,0.0904545454545455,0.0154545454545455,-0.075,0.170854271356784,0,0.075,0.00945684586644697
22,"A_threshold",2800,3400,0.85,0.0164285714285714,0.0475,0.0310714285714286,0.345864661654135,0.0310714285714286,0,0.00492175333114133
22,"A_threshold",3400,4000,1,0.0482352941176471,0.0288235294117647,-0.0194117647058824,0.597560975609756,0,0.0194117647058824,0.00552249322485635
22,"B_smooth_logistic",1000,1600,0.4,0.777,0.348,-0.429,0.447876447876448,0,0.429,0.0168535216108449
22,"B_smooth_logistic",1600,2200,0.55,0.345,1,0.655,0.345,0.655,0,0.0154365176744858
22,"B_smooth_logistic",2200,2800,0.7,1,1,0,1,0,0,0.00299621525051611
22,"B_smooth_logistic",2800,3400,0.85,1,1,0,1,0,0,0.00382229294816014
22,"B_smooth_logistic",3400,4000,1,1,0.746764705882353,-0.253235294117647,0.746764705882353,0,0.253235294117647,0.00489364376179578
23,"A_threshold",1000,1600,0.4,0,0.001,0.001,0,0.001,0,0.00942571427604053
23,"A_threshold",1600,2200,0.55,0.00125,0.0075,0.00625,0.166666666666667,0.00625,0,0.0105706634560931
23,"A_threshold",2200,2800,0.7,0.00909090909090909,0,-0.00909090909090909,0,0,0.00909090909090909,0.00698170284683101
23,"A_threshold",2800,3400,0.85,0,0.148571428571429,0.148571428571429,0,0.148571428571429,0,0.0066295650279449
23,"A_threshold",3400,4000,1,0.150588235294118,0,-0.150588235294118,0,0,0.150588235294118,0.00458622162332523
23,"B_smooth_logistic",1000,1600,0.4,1,0.258,-0.742,0.258,0,0.742,0.0174768966713509
